latitude,longitude,date,hour
40.775,-105.655,2020-09-26,1950
41.081,-106.132,2020-09-26,1950
41.111999999999995,-106.079,2020-09-26,1950
41.108999999999995,-106.09299999999999,2020-09-26,1950
41.106,-106.109,2020-09-26,1950
41.104,-106.124,2020-09-26,1950
41.101000000000006,-106.139,2020-09-26,1950
41.122,-106.08200000000001,2020-09-26,1950
41.119,-106.09700000000001,2020-09-26,1950
41.11600000000001,-106.11200000000001,2020-09-26,1950
41.114,-106.12700000000001,2020-09-26,1950
41.111000000000004,-106.14200000000001,2020-09-26,1950
41.108000000000004,-106.15700000000001,2020-09-26,1950
41.137,-106.056,2020-09-26,1950
41.13399999999999,-106.07,2020-09-26,1950
41.132,-106.085,2020-09-26,1950
41.129,-106.1,2020-09-26,1950
41.126000000000005,-106.115,2020-09-26,1950
41.123000000000005,-106.13,2020-09-26,1950
41.121,-106.145,2020-09-26,1950
41.118,-106.161,2020-09-26,1950
41.147,-106.059,2020-09-26,1950
41.144,-106.074,2020-09-26,1950
41.141999999999996,-106.088,2020-09-26,1950
41.138999999999996,-106.103,2020-09-26,1950
41.136,-106.118,2020-09-26,1950
41.153999999999996,-106.07700000000001,2020-09-26,1950
41.144,-106.13600000000001,2020-09-26,1950
41.141000000000005,-106.15100000000001,2020-09-26,1950
41.153,-106.139,2020-09-26,1950
36.303000000000004,-118.682,2020-09-26,2130
37.319,-119.094,2020-09-26,2130
33.529,-109.07600000000001,2020-09-27,0515
33.928000000000004,-111.774,2020-09-27,0515
36.291,-118.705,2020-09-27,0515
40.744,-105.59,2020-09-27,0515
40.765,-105.66799999999999,2020-09-27,0515
41.17100000000001,-106.118,2020-09-27,0515
41.169,-106.132,2020-09-27,0515
42.684,-111.59299999999999,2020-09-27,0515
41.168,-106.098,2020-09-27,0930
41.165,-106.081,2020-09-27,0930
41.153999999999996,-106.085,2020-09-27,0930
41.165,-106.42299999999999,2020-09-27,0930
41.089,-106.34899999999999,2020-09-27,0930
41.086000000000006,-106.331,2020-09-27,0930
41.076,-106.281,2020-09-27,0930
41.076,-106.336,2020-09-27,0930
36.306,-118.685,2020-09-27,0930
36.304,-118.666,2020-09-27,0930
36.302,-118.67200000000001,2020-09-27,0930
36.291,-118.67299999999999,2020-09-27,0930
31.471,-100.81700000000001,2020-09-27,1720
37.812,-89.78399999999999,2020-09-27,1715
46.233999999999995,-118.178,2020-09-27,1850
46.232,-118.165,2020-09-27,1850
46.225,-118.181,2020-09-27,1850
41.086000000000006,-123.492,2020-09-27,1855
40.372,-123.29,2020-09-27,1855
40.35,-123.189,2020-09-27,1855
40.342,-123.206,2020-09-27,1855
40.327,-123.165,2020-09-27,1855
40.316,-123.15100000000001,2020-09-27,1855
40.314,-123.137,2020-09-27,1855
40.313,-123.12299999999999,2020-09-27,1855
40.306,-123.154,2020-09-27,1855
40.305,-123.139,2020-09-27,1855
40.297,-123.15700000000001,2020-09-27,1855
40.295,-123.14200000000001,2020-09-27,1855
40.274,-123.15299999999999,2020-09-27,1855
40.098,-123.01899999999999,2020-09-27,1855
39.871,-121.271,2020-09-27,1855
40.086999999999996,-123.113,2020-09-27,1855
40.082,-123.071,2020-09-27,1855
40.08,-123.057,2020-09-27,1855
40.062,-122.906,2020-09-27,1855
40.077,-123.115,2020-09-27,1855
40.075,-123.101,2020-09-27,1855
40.07,-123.06,2020-09-27,1855
40.052,-122.90700000000001,2020-09-27,1855
40.05,-122.89299999999999,2020-09-27,1855
39.844,-121.27,2020-09-27,1855
39.796,-120.914,2020-09-27,1855
40.071999999999996,-123.16,2020-09-27,1855
40.071,-123.146,2020-09-27,1855
40.044000000000004,-122.92200000000001,2020-09-27,1855
40.042,-122.90799999999999,2020-09-27,1855
40.041,-122.89399999999999,2020-09-27,1855
40.066,-123.19,2020-09-27,1855
40.064,-123.175,2020-09-27,1855
40.062,-123.161,2020-09-27,1855
40.061,-123.147,2020-09-27,1855
40.054,-123.09200000000001,2020-09-27,1855
40.053000000000004,-123.07799999999999,2020-09-27,1855
39.82,-121.226,2020-09-27,1855
39.818000000000005,-121.214,2020-09-27,1855
39.816,-121.20200000000001,2020-09-27,1855
40.056,-123.193,2020-09-27,1855
40.054,-123.177,2020-09-27,1855
40.053000000000004,-123.163,2020-09-27,1855
40.045,-123.09299999999999,2020-09-27,1855
40.046,-123.194,2020-09-27,1855
40.045,-123.179,2020-09-27,1855
40.023,-122.99600000000001,2020-09-27,1855
39.8,-121.21799999999999,2020-09-27,1855
40.02,-123.229,2020-09-27,1855
40.018,-123.22200000000001,2020-09-27,1855
39.94,-123.06299999999999,2020-09-27,1855
39.702,-123.046,2020-09-27,1855
38.588,-122.49700000000001,2020-09-27,1855
38.586,-122.484,2020-09-27,1855
38.578,-122.499,2020-09-27,1855
37.53,-119.206,2020-09-27,1855
37.523,-119.339,2020-09-27,1855
37.521,-119.32700000000001,2020-09-27,1855
37.486999999999995,-119.228,2020-09-27,1855
37.334,-119.13799999999999,2020-09-27,1855
37.332,-119.126,2020-09-27,1855
37.321,-119.057,2020-09-27,1855
36.304,-118.67399999999999,2020-09-27,1855
36.31,-118.76899999999999,2020-09-27,1855
36.295,-118.677,2020-09-27,1855
36.286,-118.679,2020-09-27,1855
36.284,-118.666,2020-09-27,1855
30.48,-91.505,2020-09-27,1855
36.47,-90.31299999999999,2020-09-27,1855
36.467,-90.32700000000001,2020-09-27,1855
36.468,-90.31700000000001,2020-09-27,1855
31.15063,-87.99096999999999,2020-09-26,0648
31.150340000000003,-87.98576,2020-09-26,0648
30.48426,-91.18553,2020-09-26,0648
30.34416,-88.48821,2020-09-26,0648
30.32692,-91.28209,2020-09-26,0648
30.325540000000004,-91.24145,2020-09-26,0648
30.323420000000002,-91.24174000000001,2020-09-26,0648
29.331570000000003,-82.08548,2020-09-26,0648
29.33032,-82.08362,2020-09-26,0648
28.77315,-81.95245,2020-09-26,0648
28.76305,-81.93703000000001,2020-09-26,0648
28.15505,-89.10876,2020-09-26,0648
27.79963,-90.65561,2020-09-26,0648
27.79925,-90.64869,2020-09-26,0648
25.85864,-80.34864,2020-09-26,0648
22.30012,-80.47898,2020-09-26,0648
19.59875,-71.01234000000001,2020-09-26,0648
18.93015,-70.35297,2020-09-26,0648
18.92548,-70.35466,2020-09-26,0648
18.37714,-70.08046,2020-09-26,0648
48.18756,-64.92078000000001,2020-09-26,0642
46.04578,-73.14345,2020-09-26,0642
46.04508,-73.13815,2020-09-26,0642
46.042390000000005,-73.14438,2020-09-26,0642
46.04168,-73.13908,2020-09-26,0642
45.61975,-71.60716,2020-09-26,0642
45.840340000000005,-73.25131999999999,2020-09-26,0642
45.836940000000006,-73.25224,2020-09-26,0642
45.821329999999996,-73.26743,2020-09-26,0642
45.78246,-73.91234,2020-09-26,0642
45.64206,-73.52213,2020-09-26,0642
45.33955,-73.52376,2020-09-26,0642
45.113479999999996,-73.01246,2020-09-26,0642
45.07421,-83.40543000000001,2020-09-26,0642
45.070840000000004,-83.40743,2020-09-26,0642
45.07063,-83.4028,2020-09-26,0642
43.30774,-73.61964,2020-09-26,0642
43.86422,-79.5024,2020-09-26,0642
43.49028,-79.62423000000001,2020-09-26,0642
43.08181,-77.38459,2020-09-26,0642
43.28153,-79.82652,2020-09-26,0642
43.2749,-79.79876,2020-09-26,0642
43.289770000000004,-79.98631999999999,2020-09-26,0642
43.27718,-79.82719,2020-09-26,0642
43.27536,-79.80442,2020-09-26,0642
43.274440000000006,-79.7931,2020-09-26,0642
43.27101,-79.8051,2020-09-26,0642
43.27055,-79.79944,2020-09-26,0642
43.266659999999995,-79.8058,2020-09-26,0642
42.9565,-76.57341,2020-09-26,0642
42.9528,-76.57415999999999,2020-09-26,0642
42.95576,-76.57353,2020-09-26,0642
43.27487,-79.79863,2020-09-26,0642
43.29076,-79.98589,2020-09-26,0642
43.2773,-79.82703000000001,2020-09-26,0642
43.27438,-79.79299,2020-09-26,0642
43.271,-79.80495,2020-09-26,0642
43.27052,-79.7993,2020-09-26,0642
43.266659999999995,-79.80564,2020-09-26,0642
43.26231,-79.80635,2020-09-26,0642
43.2541,-79.81335,2020-09-26,0642
43.121559999999995,-79.17513000000001,2020-09-26,0642
42.942170000000004,-82.41872,2020-09-26,0642
42.04821,-73.97743,2020-09-26,0642
42.09817,-80.01012,2020-09-26,0642
42.299929999999996,-83.15545,2020-09-26,0642
42.29573,-83.17231,2020-09-26,0642
42.2955,-83.16823000000001,2020-09-26,0642
42.29014,-83.16474000000001,2020-09-26,0642
41.4353,-75.59692,2020-09-26,0642
41.4276,-75.59312,2020-09-26,0642
41.63157,-83.50423,2020-09-26,0642
41.63156,-83.50536,2020-09-26,0642
41.63132,-83.50121999999999,2020-09-26,0642
41.461290000000005,-81.67078000000001,2020-09-26,0642
41.45237,-81.67869,2020-09-26,0642
41.68094,-87.42725,2020-09-26,0642
41.68081,-87.42056,2020-09-26,0642
41.67474,-87.43438,2020-09-26,0642
41.674479999999996,-87.42084,2020-09-26,0642
41.6689,-87.46151,2020-09-26,0642
41.66877,-87.45475,2020-09-26,0642
41.66865,-87.44804,2020-09-26,0642
41.668279999999996,-87.42788,2020-09-26,0642
41.66815,-87.4212,2020-09-26,0642
41.66291,-87.48208000000001,2020-09-26,0642
41.66194,-87.4282,2020-09-26,0642
41.66182,-87.42159000000001,2020-09-26,0642
41.685159999999996,-87.42636,2020-09-26,0642
41.67899,-87.43333,2020-09-26,0642
41.67865,-87.41984000000001,2020-09-26,0642
41.67249,-87.42684,2020-09-26,0642
41.66695,-87.46073,2020-09-26,0642
41.66679,-87.45399,2020-09-26,0642
41.66616,-87.42714000000001,2020-09-26,0642
40.72851,-75.30034,2020-09-26,0642
41.64018,-87.13871,2020-09-26,0642
41.64035,-87.14526,2020-09-26,0642
41.64001,-87.13221999999999,2020-09-26,0642
41.64038,-87.40841,2020-09-26,0642
41.6341,-87.14549,2020-09-26,0642
41.63393,-87.13895,2020-09-26,0642
41.63377,-87.13247,2020-09-26,0642
41.62683,-87.36904,2020-09-26,0642
41.626979999999996,-87.37566,2020-09-26,0642
41.4665,-83.36864,2020-09-26,0642
41.46626,-83.36459,2020-09-26,0642
41.61963,-87.32945,2020-09-26,0642
41.46111,-83.36511,2020-09-26,0642
41.214929999999995,-80.12777,2020-09-26,0642
40.66855,-75.2219,2020-09-26,0642
40.893409999999996,-77.71249,2020-09-26,0642
41.37421,-84.92281,2020-09-26,0642
41.37043,-84.92445,2020-09-26,0642
41.36998,-84.9147,2020-09-26,0642
41.36486,-84.92494,2020-09-26,0642
41.36463,-84.92005999999999,2020-09-26,0642
41.2265,-83.20777,2020-09-26,0642
41.2214,-83.20825,2020-09-26,0642
40.996,-80.5219,2020-09-26,0642
40.99695,-80.52199999999999,2020-09-26,0642
40.47132,-75.89423000000001,2020-09-26,0642
40.15506,-74.76923000000001,2020-09-26,0642
40.15167,-74.77,2020-09-26,0642
40.13606,-74.80559000000001,2020-09-26,0642
40.75398,-81.43692,2020-09-26,0642
40.75501,-81.43696,2020-09-26,0642
40.721109999999996,-84.12425999999999,2020-09-26,0642
40.39654,-79.85526999999999,2020-09-26,0642
40.39235,-79.85609000000001,2020-09-26,0642
40.39186,-79.85096999999999,2020-09-26,0642
40.73503,-86.43361,2020-09-26,0642
40.571670000000005,-83.13988,2020-09-26,0642
40.30482,-79.88053000000001,2020-09-26,0642
40.30437,-79.87546,2020-09-26,0642
40.305240000000005,-79.87604,2020-09-26,0642
40.73373,-86.43224000000001,2020-09-26,0642
40.300540000000005,-79.87165999999999,2020-09-26,0642
40.341,-80.60439000000001,2020-09-26,0642
39.97668,-86.83604,2020-09-26,0642
39.87424,-86.48872,2020-09-26,0642
39.87226,-86.48769,2020-09-26,0642
39.61782,-82.5288,2020-09-26,0642
39.48618,-84.36362,2020-09-26,0642
39.48198,-84.38554,2020-09-26,0642
39.48153,-84.37699,2020-09-26,0642
39.4722,-84.40371999999999,2020-09-26,0642
39.47197,-84.39944,2020-09-26,0642
39.48423,-84.38741999999999,2020-09-26,0642
39.478390000000005,-84.37939,2020-09-26,0642
39.46796,-84.38467,2020-09-26,0642
39.08098,-79.69055,2020-09-26,0642
38.98812,-87.72491,2020-09-26,0642
38.83355,-84.24072,2020-09-26,0642
38.834579999999995,-84.24264000000001,2020-09-26,0642
38.834340000000005,-84.23879000000001,2020-09-26,0642
38.99215,-87.72409,2020-09-26,0642
38.763490000000004,-84.89372,2020-09-26,0642
38.763259999999995,-84.99895,2020-09-26,0642
38.7636,-84.99691999999999,2020-09-26,0642
38.75783,-84.99224,2020-09-26,0642
38.79848,-87.25101,2020-09-26,0642
38.736990000000006,-86.45770999999999,2020-09-26,0642
38.56122,-84.8147,2020-09-26,0642
38.56024,-84.8157,2020-09-26,0642
37.768229999999996,-81.64142,2020-09-26,0642
36.970459999999996,-84.58584,2020-09-26,0642
34.239290000000004,-84.79981,2020-09-26,0642
34.23904,-84.79611,2020-09-26,0642
34.23842,-84.7988,2020-09-26,0642
27.890659999999997,-97.2718,2020-09-26,0830
27.82061,-97.20926,2020-09-26,0830
27.83043,-97.52533000000001,2020-09-26,0830
27.81353,-97.42260999999999,2020-09-26,0830
27.81076,-97.42846999999999,2020-09-26,0830
27.81717,-97.48385,2020-09-26,0830
28.100459999999998,-101.10441999999999,2020-09-26,0830
28.68597,-106.09052,2020-09-26,0830
29.04692,-110.71457,2020-09-26,0830
26.887459999999997,-101.45049,2020-09-26,0830
26.877990000000004,-101.41261,2020-09-26,0830
26.875390000000003,-101.4162,2020-09-26,0830
26.85458,-101.39253000000001,2020-09-26,0830
26.48102,-99.97588,2020-09-26,0830
26.01851,-98.4823,2020-09-26,0830
25.77189,-100.1793,2020-09-26,0830
25.74991,-100.31786,2020-09-26,0830
25.722820000000002,-100.30264,2020-09-26,0830
25.72213,-100.29861,2020-09-26,0830
25.71875,-100.29932,2020-09-26,0830
25.71944,-100.30334,2020-09-26,0830
25.69629,-100.26974,2020-09-26,0830
25.697670000000002,-100.29871999999999,2020-09-26,0830
25.59352,-99.93590999999999,2020-09-26,0830
25.591520000000003,-99.94489,2020-09-26,0830
25.582539999999998,-99.93394,2020-09-26,0830
25.61445,-100.86574,2020-09-26,0830
25.61112,-100.86641999999999,2020-09-26,0830
25.60625,-100.91991999999999,2020-09-26,0830
25.60292,-100.9206,2020-09-26,0830
25.327379999999998,-99.95734,2020-09-26,0830
25.48776,-103.39635,2020-09-26,0830
23.30057,-100.55815,2020-09-26,0830
23.197210000000002,-100.59085999999999,2020-09-26,0830
23.78206,-105.34246999999999,2020-09-26,0830
22.2658,-97.80551,2020-09-26,0830
22.26184,-97.80637,2020-09-26,0830
22.25858,-97.81092,2020-09-26,0830
22.472739999999998,-100.38023000000001,2020-09-26,0830
22.04439,-98.87100000000001,2020-09-26,0830
22.10284,-100.91299000000001,2020-09-26,0830
21.94762,-102.36024,2020-09-26,0830
20.51644,-97.47707,2020-09-26,0830
20.49995,-97.36922,2020-09-26,0830
20.51654,-97.47995999999999,2020-09-26,0830
20.51577,-97.47589,2020-09-26,0830
21.729020000000002,-105.04042,2020-09-26,0830
20.46017,-97.54762,2020-09-26,0830
20.38276,-99.68964,2020-09-26,0830
20.38489,-99.69131,2020-09-26,0830
20.57968,-101.17179,2020-09-26,0830
20.578310000000002,-101.16377,2020-09-26,0830
20.57625,-101.17245,2020-09-26,0830
20.52626,-100.92291,2020-09-26,0830
20.52279,-100.92358,2020-09-26,0830
20.049670000000003,-99.29120999999999,2020-09-26,0830
20.013170000000002,-99.1768,2020-09-26,0830
20.59989,-103.34294,2020-09-26,0830
19.3451,-96.70809,2020-09-26,0830
18.64038,-96.21375,2020-09-26,0830
18.64144,-96.21899,2020-09-26,0830
18.63971,-96.21633,2020-09-26,0830
18.50824,-96.14641999999999,2020-09-26,0830
18.507479999999997,-96.14798,2020-09-26,0830
17.972089999999998,-94.51595,2020-09-26,0830
17.96821,-94.51639,2020-09-26,0830
45.07394,-83.40508,2020-09-26,0824
45.07277,-83.4009,2020-09-26,0824
48.11254,-102.90308,2020-09-26,0824
48.0181,-103.8811,2020-09-26,0824
48.01688,-103.88304000000001,2020-09-26,0824
47.921170000000004,-102.85884,2020-09-26,0824
47.88948,-102.69102,2020-09-26,0824
47.89393,-102.88071,2020-09-26,0824
43.27668,-79.82459,2020-09-26,0824
43.27025,-79.80473,2020-09-26,0824
43.26433,-79.80833,2020-09-26,0824
43.262170000000005,-79.80169000000001,2020-09-26,0824
43.25843,-79.81203000000001,2020-09-26,0824
47.78951,-102.76058,2020-09-26,0824
